DHSCLUST,ADM1NAME,DHSREGCO,DHSREGNA,URBAN_RURA,REGNAME,OTHREGNA,OTHREGCO,REGCODE,SVYYEAR,REG_ID,flag
334033,Uttar Pradesh,174,Kaushambi,R,Mau,Uttar Pradesh,9,192,2020,NA,NA
331092,Uttar Pradesh,174,Kaushambi,R,Mau,Uttar Pradesh,9,192,2020,NA,NA
334174,Uttar Pradesh,174,Kaushambi,R,Mau,Uttar Pradesh,9,192,2020,NA,NA
335639,Uttar Pradesh,174,Kaushambi,R,Mau,Uttar Pradesh,9,192,2020,NA,NA
331176,Uttar Pradesh,174,Kaushambi,R,Mau,Uttar Pradesh,9,192,2020,NA,NA
333138,Uttar Pradesh,174,Kaushambi,R,Mau,Uttar Pradesh,9,192,2020,NA,NA
330616,Uttar Pradesh,174,Kaushambi,R,Mau,Uttar Pradesh,9,192,2020,NA,NA
332409,Uttar Pradesh,174,Kaushambi,R,Mau,Uttar Pradesh,9,192,2020,NA,NA
331387,Uttar Pradesh,174,Kaushambi,R,Mau,Uttar Pradesh,9,192,2020,NA,NA
332196,Uttar Pradesh,174,Kaushambi,R,Mau,Uttar Pradesh,9,192,2020,NA,NA
335742,Uttar Pradesh,174,Kaushambi,R,Mau,Uttar Pradesh,9,192,2020,NA,NA
335663,Uttar Pradesh,174,Kaushambi,R,Mau,Uttar Pradesh,9,192,2020,NA,NA
334096,Uttar Pradesh,174,Kaushambi,R,Mau,Uttar Pradesh,9,192,2020,NA,NA
335230,Uttar Pradesh,174,Kaushambi,R,Mau,Uttar Pradesh,9,192,2020,NA,NA
333441,Uttar Pradesh,174,Kaushambi,R,Mau,Uttar Pradesh,9,192,2020,NA,NA
331652,Uttar Pradesh,174,Kaushambi,R,Mau,Uttar Pradesh,9,192,2020,NA,NA
332615,Uttar Pradesh,174,Kaushambi,R,Mau,Uttar Pradesh,9,192,2020,NA,NA
333724,Uttar Pradesh,174,Kaushambi,R,Mau,Uttar Pradesh,9,192,2020,NA,NA
331400,Uttar Pradesh,174,Kaushambi,R,Mau,Uttar Pradesh,9,192,2020,NA,NA
333834,Uttar Pradesh,174,Kaushambi,R,Mau,Uttar Pradesh,9,192,2020,NA,NA
333458,Uttar Pradesh,174,Kaushambi,R,Mau,Uttar Pradesh,9,192,2020,NA,NA
330164,Uttar Pradesh,174,Kaushambi,U,Mau,Uttar Pradesh,9,192,2020,NA,NA
332416,Uttar Pradesh,174,Kaushambi,U,Mau,Uttar Pradesh,9,192,2020,NA,NA
331693,Uttar Pradesh,174,Kaushambi,U,Mau,Uttar Pradesh,9,192,2020,NA,NA
332673,Uttar Pradesh,174,Kaushambi,U,Mau,Uttar Pradesh,9,192,2020,NA,NA
333216,Uttar Pradesh,175,Allahabad,R,Ballia,Uttar Pradesh,9,193,2020,NA,NA
332561,Uttar Pradesh,175,Allahabad,R,Ballia,Uttar Pradesh,9,193,2020,NA,NA
330978,Uttar Pradesh,175,Allahabad,R,Ballia,Uttar Pradesh,9,193,2020,NA,NA
332751,Uttar Pradesh,175,Allahabad,R,Ballia,Uttar Pradesh,9,193,2020,NA,NA
331035,Uttar Pradesh,175,Allahabad,R,Ballia,Uttar Pradesh,9,193,2020,NA,NA
333588,Uttar Pradesh,175,Allahabad,R,Ballia,Uttar Pradesh,9,193,2020,NA,NA
330428,Uttar Pradesh,175,Allahabad,R,Ballia,Uttar Pradesh,9,193,2020,NA,NA
333943,Uttar Pradesh,175,Allahabad,R,Ballia,Uttar Pradesh,9,193,2020,NA,NA
333538,Uttar Pradesh,175,Allahabad,R,Ballia,Uttar Pradesh,9,193,2020,NA,NA
331940,Uttar Pradesh,175,Allahabad,R,Ballia,Uttar Pradesh,9,193,2020,NA,NA
335633,Uttar Pradesh,175,Allahabad,R,Ballia,Uttar Pradesh,9,193,2020,NA,NA
333299,Uttar Pradesh,175,Allahabad,R,Ballia,Uttar Pradesh,9,193,2020,NA,NA
332949,Uttar Pradesh,175,Allahabad,R,Ballia,Uttar Pradesh,9,193,2020,NA,NA
330820,Uttar Pradesh,175,Allahabad,R,Ballia,Uttar Pradesh,9,193,2020,NA,NA
335305,Uttar Pradesh,175,Allahabad,R,Ballia,Uttar Pradesh,9,193,2020,NA,NA
332838,Uttar Pradesh,175,Allahabad,R,Ballia,Uttar Pradesh,9,193,2020,NA,NA
331439,Uttar Pradesh,175,Allahabad,R,Ballia,Uttar Pradesh,9,193,2020,NA,NA
330543,Uttar Pradesh,175,Allahabad,R,Ballia,Uttar Pradesh,9,193,2020,NA,NA
332338,Uttar Pradesh,175,Allahabad,R,Ballia,Uttar Pradesh,9,193,2020,NA,NA
335838,Uttar Pradesh,175,Allahabad,R,Ballia,Uttar Pradesh,9,193,2020,NA,NA
335274,Uttar Pradesh,175,Allahabad,R,Ballia,Uttar Pradesh,9,193,2020,NA,NA
336112,Uttar Pradesh,175,Allahabad,R,Ballia,Uttar Pradesh,9,193,2020,NA,NA
333829,Uttar Pradesh,175,Allahabad,R,Ballia,Uttar Pradesh,9,193,2020,NA,NA
333842,Uttar Pradesh,175,Allahabad,R,Ballia,Uttar Pradesh,9,193,2020,NA,NA
333141,Uttar Pradesh,175,Allahabad,R,Ballia,Uttar Pradesh,9,193,2020,NA,NA
336007,Uttar Pradesh,175,Allahabad,R,Ballia,Uttar Pradesh,9,193,2020,NA,NA
332218,Uttar Pradesh,175,Allahabad,R,Ballia,Uttar Pradesh,9,193,2020,NA,NA
333173,Uttar Pradesh,175,Allahabad,R,Ballia,Uttar Pradesh,9,193,2020,NA,NA
334730,Uttar Pradesh,175,Allahabad,R,Ballia,Uttar Pradesh,9,193,2020,NA,NA
335364,Uttar Pradesh,175,Allahabad,R,Ballia,Uttar Pradesh,9,193,2020,NA,NA
330601,Uttar Pradesh,175,Allahabad,R,Ballia,Uttar Pradesh,9,193,2020,NA,NA
336048,Uttar Pradesh,175,Allahabad,R,Ballia,Uttar Pradesh,9,193,2020,NA,NA
334913,Uttar Pradesh,175,Allahabad,U,Ballia,Uttar Pradesh,9,193,2020,NA,NA
332420,Uttar Pradesh,175,Allahabad,U,Ballia,Uttar Pradesh,9,193,2020,NA,NA
331351,Uttar Pradesh,175,Allahabad,U,Ballia,Uttar Pradesh,9,193,2020,NA,NA
336089,Uttar Pradesh,175,Allahabad,U,Ballia,Uttar Pradesh,9,193,2020,NA,NA
336169,Uttar Pradesh,175,Allahabad,U,Ballia,Uttar Pradesh,9,193,2020,NA,NA
331782,Uttar Pradesh,175,Allahabad,U,Ballia,Uttar Pradesh,9,193,2020,NA,NA
335394,Uttar Pradesh,175,Allahabad,U,Ballia,Uttar Pradesh,9,193,2020,NA,NA
335207,Uttar Pradesh,175,Allahabad,U,Ballia,Uttar Pradesh,9,193,2020,NA,NA
336217,Uttar Pradesh,175,Allahabad,U,Ballia,Uttar Pradesh,9,193,2020,NA,NA
332007,Uttar Pradesh,175,Allahabad,U,Ballia,Uttar Pradesh,9,193,2020,NA,NA
333767,Uttar Pradesh,175,Allahabad,U,Ballia,Uttar Pradesh,9,193,2020,NA,NA
332544,Uttar Pradesh,157,Lucknow,R,Jaunpur,Uttar Pradesh,9,194,2020,NA,NA
332091,Uttar Pradesh,157,Lucknow,R,Jaunpur,Uttar Pradesh,9,194,2020,NA,NA
333545,Uttar Pradesh,157,Lucknow,R,Jaunpur,Uttar Pradesh,9,194,2020,NA,NA
332365,Uttar Pradesh,157,Lucknow,R,Jaunpur,Uttar Pradesh,9,194,2020,NA,NA
335722,Uttar Pradesh,176,Bara Banki,R,Jaunpur,Uttar Pradesh,9,194,2020,NA,NA
331872,Uttar Pradesh,176,Bara Banki,R,Jaunpur,Uttar Pradesh,9,194,2020,NA,NA
334397,Uttar Pradesh,176,Bara Banki,R,Jaunpur,Uttar Pradesh,9,194,2020,NA,NA
335294,Uttar Pradesh,176,Bara Banki,R,Jaunpur,Uttar Pradesh,9,194,2020,NA,NA
331355,Uttar Pradesh,176,Bara Banki,R,Jaunpur,Uttar Pradesh,9,194,2020,NA,NA
334056,Uttar Pradesh,176,Bara Banki,R,Jaunpur,Uttar Pradesh,9,194,2020,NA,NA
333244,Uttar Pradesh,176,Bara Banki,R,Jaunpur,Uttar Pradesh,9,194,2020,NA,NA
332481,Uttar Pradesh,176,Bara Banki,R,Jaunpur,Uttar Pradesh,9,194,2020,NA,NA
334503,Uttar Pradesh,176,Bara Banki,R,Jaunpur,Uttar Pradesh,9,194,2020,NA,NA
334558,Uttar Pradesh,176,Bara Banki,R,Jaunpur,Uttar Pradesh,9,194,2020,NA,NA
330759,Uttar Pradesh,176,Bara Banki,R,Jaunpur,Uttar Pradesh,9,194,2020,NA,NA
334739,Uttar Pradesh,176,Bara Banki,R,Jaunpur,Uttar Pradesh,9,194,2020,NA,NA
331522,Uttar Pradesh,176,Bara Banki,R,Jaunpur,Uttar Pradesh,9,194,2020,NA,NA
334046,Uttar Pradesh,176,Bara Banki,R,Jaunpur,Uttar Pradesh,9,194,2020,NA,NA
330549,Uttar Pradesh,176,Bara Banki,R,Jaunpur,Uttar Pradesh,9,194,2020,NA,NA
330627,Uttar Pradesh,176,Bara Banki,R,Jaunpur,Uttar Pradesh,9,194,2020,NA,NA
332284,Uttar Pradesh,176,Bara Banki,R,Jaunpur,Uttar Pradesh,9,194,2020,NA,NA
332044,Uttar Pradesh,176,Bara Banki,R,Jaunpur,Uttar Pradesh,9,194,2020,NA,NA
335989,Uttar Pradesh,176,Bara Banki,R,Jaunpur,Uttar Pradesh,9,194,2020,NA,NA
336148,Uttar Pradesh,176,Bara Banki,R,Jaunpur,Uttar Pradesh,9,194,2020,NA,NA
334422,Uttar Pradesh,176,Bara Banki,R,Jaunpur,Uttar Pradesh,9,194,2020,NA,NA
333818,Uttar Pradesh,176,Bara Banki,R,Jaunpur,Uttar Pradesh,9,194,2020,NA,NA
332685,Uttar Pradesh,176,Bara Banki,R,Jaunpur,Uttar Pradesh,9,194,2020,NA,NA
336226,Uttar Pradesh,176,Bara Banki,R,Jaunpur,Uttar Pradesh,9,194,2020,NA,NA
334247,Uttar Pradesh,176,Bara Banki,R,Jaunpur,Uttar Pradesh,9,194,2020,NA,NA
336024,Uttar Pradesh,176,Bara Banki,R,Jaunpur,Uttar Pradesh,9,194,2020,NA,NA
334999,Uttar Pradesh,176,Bara Banki,R,Jaunpur,Uttar Pradesh,9,194,2020,NA,NA
331539,Uttar Pradesh,176,Bara Banki,R,Jaunpur,Uttar Pradesh,9,194,2020,NA,NA
335896,Uttar Pradesh,176,Bara Banki,R,Jaunpur,Uttar Pradesh,9,194,2020,NA,NA
334395,Uttar Pradesh,176,Bara Banki,R,Jaunpur,Uttar Pradesh,9,194,2020,NA,NA
333597,Uttar Pradesh,176,Bara Banki,R,Jaunpur,Uttar Pradesh,9,194,2020,NA,NA
335910,Uttar Pradesh,176,Bara Banki,R,Jaunpur,Uttar Pradesh,9,194,2020,NA,NA
331996,Uttar Pradesh,176,Bara Banki,R,Jaunpur,Uttar Pradesh,9,194,2020,NA,NA
332857,Uttar Pradesh,176,Bara Banki,R,Jaunpur,Uttar Pradesh,9,194,2020,NA,NA
333352,Uttar Pradesh,176,Bara Banki,U,Jaunpur,Uttar Pradesh,9,194,2020,NA,NA
334861,Uttar Pradesh,176,Bara Banki,U,Jaunpur,Uttar Pradesh,9,194,2020,NA,NA
330510,Uttar Pradesh,176,Bara Banki,U,Jaunpur,Uttar Pradesh,9,194,2020,NA,NA
334634,Uttar Pradesh,176,Bara Banki,U,Jaunpur,Uttar Pradesh,9,194,2020,NA,NA
332393,Uttar Pradesh,176,Bara Banki,U,Jaunpur,Uttar Pradesh,9,194,2020,NA,NA
336019,Uttar Pradesh,177,Faizabad,R,Ghazipur,Uttar Pradesh,9,195,2020,NA,NA
330324,Uttar Pradesh,177,Faizabad,R,Ghazipur,Uttar Pradesh,9,195,2020,NA,NA
332236,Uttar Pradesh,177,Faizabad,R,Ghazipur,Uttar Pradesh,9,195,2020,NA,NA
333058,Uttar Pradesh,177,Faizabad,R,Ghazipur,Uttar Pradesh,9,195,2020,NA,NA
330550,Uttar Pradesh,177,Faizabad,R,Ghazipur,Uttar Pradesh,9,195,2020,NA,NA
336193,Uttar Pradesh,177,Faizabad,R,Ghazipur,Uttar Pradesh,9,195,2020,NA,NA
335250,Uttar Pradesh,177,Faizabad,R,Ghazipur,Uttar Pradesh,9,195,2020,NA,NA
331179,Uttar Pradesh,177,Faizabad,R,Ghazipur,Uttar Pradesh,9,195,2020,NA,NA
332066,Uttar Pradesh,177,Faizabad,R,Ghazipur,Uttar Pradesh,9,195,2020,NA,NA
332974,Uttar Pradesh,177,Faizabad,R,Ghazipur,Uttar Pradesh,9,195,2020,NA,NA
333789,Uttar Pradesh,177,Faizabad,R,Ghazipur,Uttar Pradesh,9,195,2020,NA,NA
332220,Uttar Pradesh,177,Faizabad,R,Ghazipur,Uttar Pradesh,9,195,2020,NA,NA
335577,Uttar Pradesh,177,Faizabad,R,Ghazipur,Uttar Pradesh,9,195,2020,NA,NA
330891,Uttar Pradesh,177,Faizabad,R,Ghazipur,Uttar Pradesh,9,195,2020,NA,NA
331208,Uttar Pradesh,177,Faizabad,R,Ghazipur,Uttar Pradesh,9,195,2020,NA,NA
334612,Uttar Pradesh,177,Faizabad,R,Ghazipur,Uttar Pradesh,9,195,2020,NA,NA
331083,Uttar Pradesh,177,Faizabad,R,Ghazipur,Uttar Pradesh,9,195,2020,NA,NA
331938,Uttar Pradesh,177,Faizabad,R,Ghazipur,Uttar Pradesh,9,195,2020,NA,NA
334994,Uttar Pradesh,177,Faizabad,R,Ghazipur,Uttar Pradesh,9,195,2020,NA,NA
335772,Uttar Pradesh,177,Faizabad,R,Ghazipur,Uttar Pradesh,9,195,2020,NA,NA
336201,Uttar Pradesh,177,Faizabad,R,Ghazipur,Uttar Pradesh,9,195,2020,NA,NA
334390,Uttar Pradesh,177,Faizabad,R,Ghazipur,Uttar Pradesh,9,195,2020,NA,NA
333356,Uttar Pradesh,177,Faizabad,R,Ghazipur,Uttar Pradesh,9,195,2020,NA,NA
336077,Uttar Pradesh,177,Faizabad,R,Ghazipur,Uttar Pradesh,9,195,2020,NA,NA
335895,Uttar Pradesh,177,Faizabad,R,Ghazipur,Uttar Pradesh,9,195,2020,NA,NA
335600,Uttar Pradesh,177,Faizabad,R,Ghazipur,Uttar Pradesh,9,195,2020,NA,NA
332328,Uttar Pradesh,177,Faizabad,R,Ghazipur,Uttar Pradesh,9,195,2020,NA,NA
335292,Uttar Pradesh,177,Faizabad,R,Ghazipur,Uttar Pradesh,9,195,2020,NA,NA
332348,Uttar Pradesh,177,Faizabad,R,Ghazipur,Uttar Pradesh,9,195,2020,NA,NA
332368,Uttar Pradesh,177,Faizabad,R,Ghazipur,Uttar Pradesh,9,195,2020,NA,NA
331413,Uttar Pradesh,177,Faizabad,R,Ghazipur,Uttar Pradesh,9,195,2020,NA,NA
331886,Uttar Pradesh,177,Faizabad,R,Ghazipur,Uttar Pradesh,9,195,2020,NA,NA
335397,Uttar Pradesh,177,Faizabad,R,Ghazipur,Uttar Pradesh,9,195,2020,NA,NA
330308,Uttar Pradesh,177,Faizabad,R,Ghazipur,Uttar Pradesh,9,195,2020,NA,NA
330315,Uttar Pradesh,177,Faizabad,R,Ghazipur,Uttar Pradesh,9,195,2020,NA,NA
334749,Uttar Pradesh,177,Faizabad,R,Ghazipur,Uttar Pradesh,9,195,2020,NA,NA
331828,Uttar Pradesh,177,Faizabad,U,Ghazipur,Uttar Pradesh,9,195,2020,NA,NA
332306,Uttar Pradesh,177,Faizabad,U,Ghazipur,Uttar Pradesh,9,195,2020,NA,NA
332080,Uttar Pradesh,177,Faizabad,U,Ghazipur,Uttar Pradesh,9,195,2020,NA,NA
331305,Uttar Pradesh,177,Faizabad,U,Ghazipur,Uttar Pradesh,9,195,2020,NA,NA
331778,Uttar Pradesh,177,Faizabad,U,Ghazipur,Uttar Pradesh,9,195,2020,NA,NA
334059,Uttar Pradesh,177,Faizabad,U,Ghazipur,Uttar Pradesh,9,195,2020,NA,NA
332103,Uttar Pradesh,177,Faizabad,R,Chandauli,Uttar Pradesh,9,196,2020,NA,NA
333987,Uttar Pradesh,178,Ambedkar Nagar,R,Chandauli,Uttar Pradesh,9,196,2020,NA,NA
333355,Uttar Pradesh,178,Ambedkar Nagar,R,Chandauli,Uttar Pradesh,9,196,2020,NA,NA
330752,Uttar Pradesh,178,Ambedkar Nagar,R,Chandauli,Uttar Pradesh,9,196,2020,NA,NA
335383,Uttar Pradesh,178,Ambedkar Nagar,R,Chandauli,Uttar Pradesh,9,196,2020,NA,NA
335604,Uttar Pradesh,178,Ambedkar Nagar,R,Chandauli,Uttar Pradesh,9,196,2020,NA,NA
335439,Uttar Pradesh,178,Ambedkar Nagar,R,Chandauli,Uttar Pradesh,9,196,2020,NA,NA
333638,Uttar Pradesh,178,Ambedkar Nagar,R,Chandauli,Uttar Pradesh,9,196,2020,NA,NA
330368,Uttar Pradesh,178,Ambedkar Nagar,R,Chandauli,Uttar Pradesh,9,196,2020,NA,NA
333845,Uttar Pradesh,178,Ambedkar Nagar,R,Chandauli,Uttar Pradesh,9,196,2020,NA,NA
331195,Uttar Pradesh,178,Ambedkar Nagar,R,Chandauli,Uttar Pradesh,9,196,2020,NA,NA
331569,Uttar Pradesh,178,Ambedkar Nagar,R,Chandauli,Uttar Pradesh,9,196,2020,NA,NA
330434,Uttar Pradesh,178,Ambedkar Nagar,R,Chandauli,Uttar Pradesh,9,196,2020,NA,NA
331073,Uttar Pradesh,178,Ambedkar Nagar,R,Chandauli,Uttar Pradesh,9,196,2020,NA,NA
333175,Uttar Pradesh,178,Ambedkar Nagar,R,Chandauli,Uttar Pradesh,9,196,2020,NA,NA
330176,Uttar Pradesh,178,Ambedkar Nagar,R,Chandauli,Uttar Pradesh,9,196,2020,NA,NA
332606,Uttar Pradesh,178,Ambedkar Nagar,R,Chandauli,Uttar Pradesh,9,196,2020,NA,NA
333093,Uttar Pradesh,178,Ambedkar Nagar,R,Chandauli,Uttar Pradesh,9,196,2020,NA,NA
332084,Uttar Pradesh,178,Ambedkar Nagar,R,Chandauli,Uttar Pradesh,9,196,2020,NA,NA
334042,Uttar Pradesh,178,Ambedkar Nagar,R,Chandauli,Uttar Pradesh,9,196,2020,NA,NA
332038,Uttar Pradesh,178,Ambedkar Nagar,R,Chandauli,Uttar Pradesh,9,196,2020,NA,NA
330738,Uttar Pradesh,178,Ambedkar Nagar,R,Chandauli,Uttar Pradesh,9,196,2020,NA,NA
332374,Uttar Pradesh,178,Ambedkar Nagar,R,Chandauli,Uttar Pradesh,9,196,2020,NA,NA
333428,Uttar Pradesh,178,Ambedkar Nagar,R,Chandauli,Uttar Pradesh,9,196,2020,NA,NA
330876,Uttar Pradesh,178,Ambedkar Nagar,R,Chandauli,Uttar Pradesh,9,196,2020,NA,NA
331431,Uttar Pradesh,178,Ambedkar Nagar,R,Chandauli,Uttar Pradesh,9,196,2020,NA,NA
330815,Uttar Pradesh,178,Ambedkar Nagar,R,Chandauli,Uttar Pradesh,9,196,2020,NA,NA
334596,Uttar Pradesh,178,Ambedkar Nagar,R,Chandauli,Uttar Pradesh,9,196,2020,NA,NA
331122,Uttar Pradesh,178,Ambedkar Nagar,R,Chandauli,Uttar Pradesh,9,196,2020,NA,NA
330396,Uttar Pradesh,178,Ambedkar Nagar,R,Chandauli,Uttar Pradesh,9,196,2020,NA,NA
333816,Uttar Pradesh,178,Ambedkar Nagar,R,Chandauli,Uttar Pradesh,9,196,2020,NA,NA
335496,Uttar Pradesh,178,Ambedkar Nagar,R,Chandauli,Uttar Pradesh,9,196,2020,NA,NA
331030,Uttar Pradesh,178,Ambedkar Nagar,R,Chandauli,Uttar Pradesh,9,196,2020,NA,NA
332928,Uttar Pradesh,178,Ambedkar Nagar,R,Chandauli,Uttar Pradesh,9,196,2020,NA,NA
332107,Uttar Pradesh,178,Ambedkar Nagar,R,Chandauli,Uttar Pradesh,9,196,2020,NA,NA
332646,Uttar Pradesh,178,Ambedkar Nagar,R,Chandauli,Uttar Pradesh,9,196,2020,NA,NA
335727,Uttar Pradesh,178,Ambedkar Nagar,R,Chandauli,Uttar Pradesh,9,196,2020,NA,NA
333380,Uttar Pradesh,178,Ambedkar Nagar,U,Chandauli,Uttar Pradesh,9,196,2020,NA,NA
334728,Uttar Pradesh,178,Ambedkar Nagar,U,Chandauli,Uttar Pradesh,9,196,2020,NA,NA
334138,Uttar Pradesh,178,Ambedkar Nagar,U,Chandauli,Uttar Pradesh,9,196,2020,NA,NA
334067,Uttar Pradesh,178,Ambedkar Nagar,U,Chandauli,Uttar Pradesh,9,196,2020,NA,NA
335520,Uttar Pradesh,178,Ambedkar Nagar,U,Chandauli,Uttar Pradesh,9,196,2020,NA,NA
333761,Uttar Pradesh,154,Sitapur,R,Sant Ravidas Nagar,Uttar Pradesh,9,198,2020,NA,NA
335884,Uttar Pradesh,176,Bara Banki,R,Sant Ravidas Nagar,Uttar Pradesh,9,198,2020,NA,NA
332556,Uttar Pradesh,176,Bara Banki,R,Sant Ravidas Nagar,Uttar Pradesh,9,198,2020,NA,NA
335461,Uttar Pradesh,180,Bahraich,R,Sant Ravidas Nagar,Uttar Pradesh,9,198,2020,NA,NA
332201,Uttar Pradesh,180,Bahraich,R,Sant Ravidas Nagar,Uttar Pradesh,9,198,2020,NA,NA
332277,Uttar Pradesh,180,Bahraich,R,Sant Ravidas Nagar,Uttar Pradesh,9,198,2020,NA,NA
335932,Uttar Pradesh,180,Bahraich,R,Sant Ravidas Nagar,Uttar Pradesh,9,198,2020,NA,NA
335504,Uttar Pradesh,180,Bahraich,R,Sant Ravidas Nagar,Uttar Pradesh,9,198,2020,NA,NA
332114,Uttar Pradesh,180,Bahraich,R,Sant Ravidas Nagar,Uttar Pradesh,9,198,2020,NA,NA
335183,Uttar Pradesh,180,Bahraich,R,Sant Ravidas Nagar,Uttar Pradesh,9,198,2020,NA,NA
330042,Uttar Pradesh,180,Bahraich,R,Sant Ravidas Nagar,Uttar Pradesh,9,198,2020,NA,NA
336172,Uttar Pradesh,180,Bahraich,R,Sant Ravidas Nagar,Uttar Pradesh,9,198,2020,NA,NA
335873,Uttar Pradesh,180,Bahraich,R,Sant Ravidas Nagar,Uttar Pradesh,9,198,2020,NA,NA
335795,Uttar Pradesh,180,Bahraich,R,Sant Ravidas Nagar,Uttar Pradesh,9,198,2020,NA,NA
331509,Uttar Pradesh,180,Bahraich,R,Sant Ravidas Nagar,Uttar Pradesh,9,198,2020,NA,NA
335515,Uttar Pradesh,180,Bahraich,R,Sant Ravidas Nagar,Uttar Pradesh,9,198,2020,NA,NA
330436,Uttar Pradesh,180,Bahraich,R,Sant Ravidas Nagar,Uttar Pradesh,9,198,2020,NA,NA
332559,Uttar Pradesh,180,Bahraich,R,Sant Ravidas Nagar,Uttar Pradesh,9,198,2020,NA,NA
334313,Uttar Pradesh,180,Bahraich,R,Sant Ravidas Nagar,Uttar Pradesh,9,198,2020,NA,NA
331334,Uttar Pradesh,180,Bahraich,R,Sant Ravidas Nagar,Uttar Pradesh,9,198,2020,NA,NA
331567,Uttar Pradesh,180,Bahraich,R,Sant Ravidas Nagar,Uttar Pradesh,9,198,2020,NA,NA
335803,Uttar Pradesh,180,Bahraich,R,Sant Ravidas Nagar,Uttar Pradesh,9,198,2020,NA,NA
334384,Uttar Pradesh,180,Bahraich,R,Sant Ravidas Nagar,Uttar Pradesh,9,198,2020,NA,NA
331372,Uttar Pradesh,180,Bahraich,R,Sant Ravidas Nagar,Uttar Pradesh,9,198,2020,NA,NA
330060,Uttar Pradesh,180,Bahraich,R,Sant Ravidas Nagar,Uttar Pradesh,9,198,2020,NA,NA
335036,Uttar Pradesh,180,Bahraich,R,Sant Ravidas Nagar,Uttar Pradesh,9,198,2020,NA,NA
331576,Uttar Pradesh,180,Bahraich,R,Sant Ravidas Nagar,Uttar Pradesh,9,198,2020,NA,NA
333598,Uttar Pradesh,180,Bahraich,R,Sant Ravidas Nagar,Uttar Pradesh,9,198,2020,NA,NA
336145,Uttar Pradesh,180,Bahraich,R,Sant Ravidas Nagar,Uttar Pradesh,9,198,2020,NA,NA
333553,Uttar Pradesh,180,Bahraich,R,Sant Ravidas Nagar,Uttar Pradesh,9,198,2020,NA,NA
332513,Uttar Pradesh,180,Bahraich,R,Sant Ravidas Nagar,Uttar Pradesh,9,198,2020,NA,NA
330497,Uttar Pradesh,180,Bahraich,R,Sant Ravidas Nagar,Uttar Pradesh,9,198,2020,NA,NA
331396,Uttar Pradesh,180,Bahraich,R,Sant Ravidas Nagar,Uttar Pradesh,9,198,2020,NA,NA
332519,Uttar Pradesh,180,Bahraich,R,Sant Ravidas Nagar,Uttar Pradesh,9,198,2020,NA,NA
330132,Uttar Pradesh,180,Bahraich,R,Sant Ravidas Nagar,Uttar Pradesh,9,198,2020,NA,NA
335176,Uttar Pradesh,180,Bahraich,R,Sant Ravidas Nagar,Uttar Pradesh,9,198,2020,NA,NA
333702,Uttar Pradesh,180,Bahraich,R,Sant Ravidas Nagar,Uttar Pradesh,9,198,2020,NA,NA
332390,Uttar Pradesh,180,Bahraich,R,Sant Ravidas Nagar,Uttar Pradesh,9,198,2020,NA,NA
333623,Uttar Pradesh,180,Bahraich,R,Sant Ravidas Nagar,Uttar Pradesh,9,198,2020,NA,NA
334909,Uttar Pradesh,180,Bahraich,R,Sant Ravidas Nagar,Uttar Pradesh,9,198,2020,NA,NA
333408,Uttar Pradesh,180,Bahraich,R,Sant Ravidas Nagar,Uttar Pradesh,9,198,2020,NA,NA
330012,Uttar Pradesh,180,Bahraich,R,Sant Ravidas Nagar,Uttar Pradesh,9,198,2020,NA,NA
332295,Uttar Pradesh,180,Bahraich,U,Sant Ravidas Nagar,Uttar Pradesh,9,198,2020,NA,NA
334322,Uttar Pradesh,180,Bahraich,U,Sant Ravidas Nagar,Uttar Pradesh,9,198,2020,NA,NA
332620,Uttar Pradesh,180,Bahraich,U,Sant Ravidas Nagar,Uttar Pradesh,9,198,2020,NA,NA
334153,Uttar Pradesh,180,Bahraich,U,Sant Ravidas Nagar,Uttar Pradesh,9,198,2020,NA,NA
334314,Uttar Pradesh,181,Shrawasti,R,Mirzapur,Uttar Pradesh,9,199,2020,NA,NA
335990,Uttar Pradesh,181,Shrawasti,R,Mirzapur,Uttar Pradesh,9,199,2020,NA,NA
331023,Uttar Pradesh,181,Shrawasti,R,Mirzapur,Uttar Pradesh,9,199,2020,NA,NA
331836,Uttar Pradesh,181,Shrawasti,R,Mirzapur,Uttar Pradesh,9,199,2020,NA,NA
334218,Uttar Pradesh,181,Shrawasti,R,Mirzapur,Uttar Pradesh,9,199,2020,NA,NA
336257,Uttar Pradesh,181,Shrawasti,R,Mirzapur,Uttar Pradesh,9,199,2020,NA,NA
333585,Uttar Pradesh,181,Shrawasti,R,Mirzapur,Uttar Pradesh,9,199,2020,NA,NA
333746,Uttar Pradesh,181,Shrawasti,R,Mirzapur,Uttar Pradesh,9,199,2020,NA,NA
330154,Uttar Pradesh,181,Shrawasti,R,Mirzapur,Uttar Pradesh,9,199,2020,NA,NA
334252,Uttar Pradesh,181,Shrawasti,R,Mirzapur,Uttar Pradesh,9,199,2020,NA,NA
331910,Uttar Pradesh,181,Shrawasti,R,Mirzapur,Uttar Pradesh,9,199,2020,NA,NA
333821,Uttar Pradesh,181,Shrawasti,R,Mirzapur,Uttar Pradesh,9,199,2020,NA,NA
336252,Uttar Pradesh,181,Shrawasti,R,Mirzapur,Uttar Pradesh,9,199,2020,NA,NA
335076,Uttar Pradesh,181,Shrawasti,R,Mirzapur,Uttar Pradesh,9,199,2020,NA,NA
