DHSCLUST,ADM1NAME,DHSREGCO,DHSREGNA,URBAN_RURA,REGNAME,OTHREGNA,OTHREGCO,REGCODE,SVYYEAR,REG_ID,flag
350518,West Bengal,328,Jalpaiguri,R,Khunti,Jharkhand,20,365,2020,NA,NA
350644,West Bengal,328,Jalpaiguri,R,Khunti,Jharkhand,20,365,2020,NA,NA
350626,West Bengal,328,Jalpaiguri,R,Khunti,Jharkhand,20,365,2020,NA,NA
350082,West Bengal,328,Jalpaiguri,R,Khunti,Jharkhand,20,365,2020,NA,NA
350740,West Bengal,328,Jalpaiguri,R,Khunti,Jharkhand,20,365,2020,NA,NA
350005,West Bengal,328,Jalpaiguri,R,Khunti,Jharkhand,20,365,2020,NA,NA
350077,West Bengal,328,Jalpaiguri,R,Khunti,Jharkhand,20,365,2020,NA,NA
350265,West Bengal,328,Jalpaiguri,R,Khunti,Jharkhand,20,365,2020,NA,NA
350515,West Bengal,328,Jalpaiguri,R,Khunti,Jharkhand,20,365,2020,NA,NA
350366,West Bengal,328,Jalpaiguri,R,Khunti,Jharkhand,20,365,2020,NA,NA
350408,West Bengal,328,Jalpaiguri,R,Khunti,Jharkhand,20,365,2020,NA,NA
350108,West Bengal,328,Jalpaiguri,R,Khunti,Jharkhand,20,365,2020,NA,NA
350771,West Bengal,328,Jalpaiguri,R,Khunti,Jharkhand,20,365,2020,NA,NA
350083,West Bengal,328,Jalpaiguri,R,Khunti,Jharkhand,20,365,2020,NA,NA
350217,West Bengal,328,Jalpaiguri,R,Khunti,Jharkhand,20,365,2020,NA,NA
350655,West Bengal,328,Jalpaiguri,R,Khunti,Jharkhand,20,365,2020,NA,NA
350552,West Bengal,328,Jalpaiguri,R,Khunti,Jharkhand,20,365,2020,NA,NA
350010,West Bengal,328,Jalpaiguri,R,Khunti,Jharkhand,20,365,2020,NA,NA
350344,West Bengal,328,Jalpaiguri,R,Khunti,Jharkhand,20,365,2020,NA,NA
350665,West Bengal,328,Jalpaiguri,R,Khunti,Jharkhand,20,365,2020,NA,NA
350315,West Bengal,328,Jalpaiguri,R,Khunti,Jharkhand,20,365,2020,NA,NA
350725,West Bengal,328,Jalpaiguri,R,Khunti,Jharkhand,20,365,2020,NA,NA
350632,West Bengal,328,Jalpaiguri,U,Khunti,Jharkhand,20,365,2020,NA,NA
350229,West Bengal,328,Jalpaiguri,U,Khunti,Jharkhand,20,365,2020,NA,NA
350199,West Bengal,328,Jalpaiguri,U,Khunti,Jharkhand,20,365,2020,NA,NA
350319,West Bengal,328,Jalpaiguri,U,Khunti,Jharkhand,20,365,2020,NA,NA
350033,West Bengal,328,Jalpaiguri,U,Khunti,Jharkhand,20,365,2020,NA,NA
350547,West Bengal,328,Jalpaiguri,U,Khunti,Jharkhand,20,365,2020,NA,NA
350679,West Bengal,328,Jalpaiguri,U,Khunti,Jharkhand,20,365,2020,NA,NA
350533,West Bengal,328,Jalpaiguri,U,Khunti,Jharkhand,20,365,2020,NA,NA
350580,West Bengal,328,Jalpaiguri,U,Khunti,Jharkhand,20,365,2020,NA,NA
350068,West Bengal,328,Jalpaiguri,U,Khunti,Jharkhand,20,365,2020,NA,NA
350282,West Bengal,329,Koch Bihar,R,Gumla,Jharkhand,20,366,2020,NA,NA
350328,West Bengal,329,Koch Bihar,R,Gumla,Jharkhand,20,366,2020,NA,NA
350394,West Bengal,329,Koch Bihar,R,Gumla,Jharkhand,20,366,2020,NA,NA
350697,West Bengal,329,Koch Bihar,R,Gumla,Jharkhand,20,366,2020,NA,NA
350561,West Bengal,329,Koch Bihar,R,Gumla,Jharkhand,20,366,2020,NA,NA
350290,West Bengal,329,Koch Bihar,R,Gumla,Jharkhand,20,366,2020,NA,NA
350296,West Bengal,329,Koch Bihar,R,Gumla,Jharkhand,20,366,2020,NA,NA
350530,West Bengal,329,Koch Bihar,R,Gumla,Jharkhand,20,366,2020,NA,NA
350574,West Bengal,329,Koch Bihar,R,Gumla,Jharkhand,20,366,2020,NA,NA
350039,West Bengal,329,Koch Bihar,R,Gumla,Jharkhand,20,366,2020,NA,NA
350559,West Bengal,329,Koch Bihar,R,Gumla,Jharkhand,20,366,2020,NA,NA
350779,West Bengal,329,Koch Bihar,R,Gumla,Jharkhand,20,366,2020,NA,NA
350757,West Bengal,329,Koch Bihar,R,Gumla,Jharkhand,20,366,2020,NA,NA
350678,West Bengal,329,Koch Bihar,R,Gumla,Jharkhand,20,366,2020,NA,NA
350194,West Bengal,329,Koch Bihar,R,Gumla,Jharkhand,20,366,2020,NA,NA
350234,West Bengal,329,Koch Bihar,R,Gumla,Jharkhand,20,366,2020,NA,NA
350532,West Bengal,329,Koch Bihar,R,Gumla,Jharkhand,20,366,2020,NA,NA
350612,West Bengal,329,Koch Bihar,R,Gumla,Jharkhand,20,366,2020,NA,NA
350749,West Bengal,329,Koch Bihar,R,Gumla,Jharkhand,20,366,2020,NA,NA
350428,West Bengal,329,Koch Bihar,R,Gumla,Jharkhand,20,366,2020,NA,NA
350061,West Bengal,329,Koch Bihar,R,Gumla,Jharkhand,20,366,2020,NA,NA
350614,West Bengal,329,Koch Bihar,R,Gumla,Jharkhand,20,366,2020,NA,NA
350483,West Bengal,329,Koch Bihar,R,Gumla,Jharkhand,20,366,2020,NA,NA
350059,West Bengal,329,Koch Bihar,R,Gumla,Jharkhand,20,366,2020,NA,NA
350114,West Bengal,329,Koch Bihar,R,Gumla,Jharkhand,20,366,2020,NA,NA
350610,West Bengal,329,Koch Bihar,R,Gumla,Jharkhand,20,366,2020,NA,NA
350341,West Bengal,329,Koch Bihar,R,Gumla,Jharkhand,20,366,2020,NA,NA
350266,West Bengal,329,Koch Bihar,R,Gumla,Jharkhand,20,366,2020,NA,NA
350284,West Bengal,329,Koch Bihar,R,Gumla,Jharkhand,20,366,2020,NA,NA
350395,West Bengal,329,Koch Bihar,R,Gumla,Jharkhand,20,366,2020,NA,NA
350193,West Bengal,329,Koch Bihar,R,Gumla,Jharkhand,20,366,2020,NA,NA
350668,West Bengal,329,Koch Bihar,R,Gumla,Jharkhand,20,366,2020,NA,NA
350414,West Bengal,329,Koch Bihar,R,Gumla,Jharkhand,20,366,2020,NA,NA
350116,West Bengal,329,Koch Bihar,R,Gumla,Jharkhand,20,366,2020,NA,NA
350045,West Bengal,329,Koch Bihar,U,Gumla,Jharkhand,20,366,2020,NA,NA
350197,West Bengal,329,Koch Bihar,U,Gumla,Jharkhand,20,366,2020,NA,NA
350517,West Bengal,329,Koch Bihar,U,Gumla,Jharkhand,20,366,2020,NA,NA
350225,West Bengal,329,Koch Bihar,U,Gumla,Jharkhand,20,366,2020,NA,NA
350306,West Bengal,330,Uttar Dinajpur,R,Simdega,Jharkhand,20,367,2020,NA,NA
350398,West Bengal,330,Uttar Dinajpur,R,Simdega,Jharkhand,20,367,2020,NA,NA
350322,West Bengal,330,Uttar Dinajpur,R,Simdega,Jharkhand,20,367,2020,NA,NA
350404,West Bengal,330,Uttar Dinajpur,R,Simdega,Jharkhand,20,367,2020,NA,NA
350254,West Bengal,330,Uttar Dinajpur,R,Simdega,Jharkhand,20,367,2020,NA,NA
350255,West Bengal,330,Uttar Dinajpur,R,Simdega,Jharkhand,20,367,2020,NA,NA
350203,West Bengal,330,Uttar Dinajpur,R,Simdega,Jharkhand,20,367,2020,NA,NA
350739,West Bengal,330,Uttar Dinajpur,R,Simdega,Jharkhand,20,367,2020,NA,NA
350302,West Bengal,330,Uttar Dinajpur,R,Simdega,Jharkhand,20,367,2020,NA,NA
350177,West Bengal,330,Uttar Dinajpur,R,Simdega,Jharkhand,20,367,2020,NA,NA
350105,West Bengal,330,Uttar Dinajpur,R,Simdega,Jharkhand,20,367,2020,NA,NA
350630,West Bengal,330,Uttar Dinajpur,R,Simdega,Jharkhand,20,367,2020,NA,NA
350329,West Bengal,330,Uttar Dinajpur,R,Simdega,Jharkhand,20,367,2020,NA,NA
350086,West Bengal,330,Uttar Dinajpur,R,Simdega,Jharkhand,20,367,2020,NA,NA
350292,West Bengal,330,Uttar Dinajpur,R,Simdega,Jharkhand,20,367,2020,NA,NA
350101,West Bengal,330,Uttar Dinajpur,R,Simdega,Jharkhand,20,367,2020,NA,NA
350079,West Bengal,330,Uttar Dinajpur,R,Simdega,Jharkhand,20,367,2020,NA,NA
350030,West Bengal,330,Uttar Dinajpur,R,Simdega,Jharkhand,20,367,2020,NA,NA
350392,West Bengal,330,Uttar Dinajpur,R,Simdega,Jharkhand,20,367,2020,NA,NA
350437,West Bengal,330,Uttar Dinajpur,R,Simdega,Jharkhand,20,367,2020,NA,NA
350161,West Bengal,330,Uttar Dinajpur,R,Simdega,Jharkhand,20,367,2020,NA,NA
350123,West Bengal,330,Uttar Dinajpur,R,Simdega,Jharkhand,20,367,2020,NA,NA
350270,West Bengal,330,Uttar Dinajpur,R,Simdega,Jharkhand,20,367,2020,NA,NA
350218,West Bengal,330,Uttar Dinajpur,R,Simdega,Jharkhand,20,367,2020,NA,NA
350762,West Bengal,330,Uttar Dinajpur,R,Simdega,Jharkhand,20,367,2020,NA,NA
350807,West Bengal,330,Uttar Dinajpur,R,Simdega,Jharkhand,20,367,2020,NA,NA
350650,West Bengal,330,Uttar Dinajpur,R,Simdega,Jharkhand,20,367,2020,NA,NA
350794,West Bengal,330,Uttar Dinajpur,R,Simdega,Jharkhand,20,367,2020,NA,NA
350641,West Bengal,330,Uttar Dinajpur,R,Simdega,Jharkhand,20,367,2020,NA,NA
350523,West Bengal,330,Uttar Dinajpur,R,Simdega,Jharkhand,20,367,2020,NA,NA
350230,West Bengal,330,Uttar Dinajpur,R,Simdega,Jharkhand,20,367,2020,NA,NA
350602,West Bengal,330,Uttar Dinajpur,R,Simdega,Jharkhand,20,367,2020,NA,NA
350635,West Bengal,330,Uttar Dinajpur,R,Simdega,Jharkhand,20,367,2020,NA,NA
350226,West Bengal,330,Uttar Dinajpur,U,Simdega,Jharkhand,20,367,2020,NA,NA
350548,West Bengal,330,Uttar Dinajpur,U,Simdega,Jharkhand,20,367,2020,NA,NA
350579,West Bengal,330,Uttar Dinajpur,U,Simdega,Jharkhand,20,367,2020,NA,NA
350778,West Bengal,330,Uttar Dinajpur,U,Simdega,Jharkhand,20,367,2020,NA,NA
350701,West Bengal,330,Uttar Dinajpur,U,Simdega,Jharkhand,20,367,2020,NA,NA
50187,Bihar,210,Kishanganj,R,Simdega,Jharkhand,20,367,2020,NA,NA
50377,Bihar,210,Kishanganj,U,Simdega,Jharkhand,20,367,2020,NA,NA
50753,Bihar,210,Kishanganj,U,Simdega,Jharkhand,20,367,2020,NA,NA
350242,West Bengal,331,Dakshin Dinajpur,R,Pashchimi Singhbhum,Jharkhand,20,368,2020,NA,NA
350160,West Bengal,331,Dakshin Dinajpur,R,Pashchimi Singhbhum,Jharkhand,20,368,2020,NA,NA
350388,West Bengal,331,Dakshin Dinajpur,R,Pashchimi Singhbhum,Jharkhand,20,368,2020,NA,NA
350611,West Bengal,331,Dakshin Dinajpur,R,Pashchimi Singhbhum,Jharkhand,20,368,2020,NA,NA
350720,West Bengal,331,Dakshin Dinajpur,R,Pashchimi Singhbhum,Jharkhand,20,368,2020,NA,NA
350355,West Bengal,331,Dakshin Dinajpur,R,Pashchimi Singhbhum,Jharkhand,20,368,2020,NA,NA
350307,West Bengal,331,Dakshin Dinajpur,R,Pashchimi Singhbhum,Jharkhand,20,368,2020,NA,NA
350385,West Bengal,331,Dakshin Dinajpur,R,Pashchimi Singhbhum,Jharkhand,20,368,2020,NA,NA
350455,West Bengal,331,Dakshin Dinajpur,R,Pashchimi Singhbhum,Jharkhand,20,368,2020,NA,NA
350661,West Bengal,331,Dakshin Dinajpur,R,Pashchimi Singhbhum,Jharkhand,20,368,2020,NA,NA
350419,West Bengal,331,Dakshin Dinajpur,R,Pashchimi Singhbhum,Jharkhand,20,368,2020,NA,NA
350789,West Bengal,331,Dakshin Dinajpur,R,Pashchimi Singhbhum,Jharkhand,20,368,2020,NA,NA
350124,West Bengal,331,Dakshin Dinajpur,R,Pashchimi Singhbhum,Jharkhand,20,368,2020,NA,NA
350774,West Bengal,331,Dakshin Dinajpur,R,Pashchimi Singhbhum,Jharkhand,20,368,2020,NA,NA
350326,West Bengal,331,Dakshin Dinajpur,R,Pashchimi Singhbhum,Jharkhand,20,368,2020,NA,NA
350682,West Bengal,331,Dakshin Dinajpur,R,Pashchimi Singhbhum,Jharkhand,20,368,2020,NA,NA
350013,West Bengal,331,Dakshin Dinajpur,R,Pashchimi Singhbhum,Jharkhand,20,368,2020,NA,NA
350566,West Bengal,331,Dakshin Dinajpur,R,Pashchimi Singhbhum,Jharkhand,20,368,2020,NA,NA
350522,West Bengal,331,Dakshin Dinajpur,R,Pashchimi Singhbhum,Jharkhand,20,368,2020,NA,NA
350142,West Bengal,331,Dakshin Dinajpur,R,Pashchimi Singhbhum,Jharkhand,20,368,2020,NA,NA
350639,West Bengal,331,Dakshin Dinajpur,R,Pashchimi Singhbhum,Jharkhand,20,368,2020,NA,NA
350707,West Bengal,331,Dakshin Dinajpur,R,Pashchimi Singhbhum,Jharkhand,20,368,2020,NA,NA
350737,West Bengal,331,Dakshin Dinajpur,R,Pashchimi Singhbhum,Jharkhand,20,368,2020,NA,NA
350024,West Bengal,331,Dakshin Dinajpur,R,Pashchimi Singhbhum,Jharkhand,20,368,2020,NA,NA
350529,West Bengal,331,Dakshin Dinajpur,R,Pashchimi Singhbhum,Jharkhand,20,368,2020,NA,NA
350272,West Bengal,331,Dakshin Dinajpur,R,Pashchimi Singhbhum,Jharkhand,20,368,2020,NA,NA
350100,West Bengal,331,Dakshin Dinajpur,R,Pashchimi Singhbhum,Jharkhand,20,368,2020,NA,NA
350784,West Bengal,331,Dakshin Dinajpur,R,Pashchimi Singhbhum,Jharkhand,20,368,2020,NA,NA
350591,West Bengal,331,Dakshin Dinajpur,R,Pashchimi Singhbhum,Jharkhand,20,368,2020,NA,NA
350484,West Bengal,331,Dakshin Dinajpur,R,Pashchimi Singhbhum,Jharkhand,20,368,2020,NA,NA
350192,West Bengal,331,Dakshin Dinajpur,R,Pashchimi Singhbhum,Jharkhand,20,368,2020,NA,NA
350769,West Bengal,331,Dakshin Dinajpur,R,Pashchimi Singhbhum,Jharkhand,20,368,2020,NA,NA
350590,West Bengal,331,Dakshin Dinajpur,R,Pashchimi Singhbhum,Jharkhand,20,368,2020,NA,NA
350734,West Bengal,331,Dakshin Dinajpur,U,Pashchimi Singhbhum,Jharkhand,20,368,2020,NA,NA
350236,West Bengal,331,Dakshin Dinajpur,U,Pashchimi Singhbhum,Jharkhand,20,368,2020,NA,NA
350128,West Bengal,331,Dakshin Dinajpur,U,Pashchimi Singhbhum,Jharkhand,20,368,2020,NA,NA
350348,West Bengal,331,Dakshin Dinajpur,U,Pashchimi Singhbhum,Jharkhand,20,368,2020,NA,NA
350212,West Bengal,331,Dakshin Dinajpur,U,Pashchimi Singhbhum,Jharkhand,20,368,2020,NA,NA
350065,West Bengal,332,Maldah,R,Saraikela-Kharsawan,Jharkhand,20,369,2020,NA,NA
350596,West Bengal,332,Maldah,R,Saraikela-Kharsawan,Jharkhand,20,369,2020,NA,NA
350700,West Bengal,332,Maldah,R,Saraikela-Kharsawan,Jharkhand,20,369,2020,NA,NA
350151,West Bengal,332,Maldah,R,Saraikela-Kharsawan,Jharkhand,20,369,2020,NA,NA
350540,West Bengal,332,Maldah,R,Saraikela-Kharsawan,Jharkhand,20,369,2020,NA,NA
350446,West Bengal,332,Maldah,R,Saraikela-Kharsawan,Jharkhand,20,369,2020,NA,NA
350592,West Bengal,332,Maldah,R,Saraikela-Kharsawan,Jharkhand,20,369,2020,NA,NA
350214,West Bengal,332,Maldah,R,Saraikela-Kharsawan,Jharkhand,20,369,2020,NA,NA
350656,West Bengal,332,Maldah,R,Saraikela-Kharsawan,Jharkhand,20,369,2020,NA,NA
350505,West Bengal,332,Maldah,R,Saraikela-Kharsawan,Jharkhand,20,369,2020,NA,NA
350634,West Bengal,332,Maldah,R,Saraikela-Kharsawan,Jharkhand,20,369,2020,NA,NA
350788,West Bengal,332,Maldah,R,Saraikela-Kharsawan,Jharkhand,20,369,2020,NA,NA
350733,West Bengal,332,Maldah,R,Saraikela-Kharsawan,Jharkhand,20,369,2020,NA,NA
350719,West Bengal,332,Maldah,R,Saraikela-Kharsawan,Jharkhand,20,369,2020,NA,NA
350275,West Bengal,332,Maldah,R,Saraikela-Kharsawan,Jharkhand,20,369,2020,NA,NA
350821,West Bengal,332,Maldah,R,Saraikela-Kharsawan,Jharkhand,20,369,2020,NA,NA
350544,West Bengal,332,Maldah,R,Saraikela-Kharsawan,Jharkhand,20,369,2020,NA,NA
350765,West Bengal,332,Maldah,R,Saraikela-Kharsawan,Jharkhand,20,369,2020,NA,NA
350432,West Bengal,332,Maldah,R,Saraikela-Kharsawan,Jharkhand,20,369,2020,NA,NA
350478,West Bengal,332,Maldah,R,Saraikela-Kharsawan,Jharkhand,20,369,2020,NA,NA
350222,West Bengal,332,Maldah,R,Saraikela-Kharsawan,Jharkhand,20,369,2020,NA,NA
350139,West Bengal,332,Maldah,R,Saraikela-Kharsawan,Jharkhand,20,369,2020,NA,NA
350822,West Bengal,332,Maldah,R,Saraikela-Kharsawan,Jharkhand,20,369,2020,NA,NA
350091,West Bengal,332,Maldah,R,Saraikela-Kharsawan,Jharkhand,20,369,2020,NA,NA
350016,West Bengal,332,Maldah,R,Saraikela-Kharsawan,Jharkhand,20,369,2020,NA,NA
350443,West Bengal,332,Maldah,R,Saraikela-Kharsawan,Jharkhand,20,369,2020,NA,NA
350084,West Bengal,332,Maldah,R,Saraikela-Kharsawan,Jharkhand,20,369,2020,NA,NA
350040,West Bengal,332,Maldah,R,Saraikela-Kharsawan,Jharkhand,20,369,2020,NA,NA
350465,West Bengal,332,Maldah,R,Saraikela-Kharsawan,Jharkhand,20,369,2020,NA,NA
350337,West Bengal,332,Maldah,R,Saraikela-Kharsawan,Jharkhand,20,369,2020,NA,NA
350288,West Bengal,332,Maldah,R,Saraikela-Kharsawan,Jharkhand,20,369,2020,NA,NA
350163,West Bengal,332,Maldah,R,Saraikela-Kharsawan,Jharkhand,20,369,2020,NA,NA
350111,West Bengal,332,Maldah,R,Saraikela-Kharsawan,Jharkhand,20,369,2020,NA,NA
350056,West Bengal,332,Maldah,U,Saraikela-Kharsawan,Jharkhand,20,369,2020,NA,NA
350316,West Bengal,332,Maldah,U,Saraikela-Kharsawan,Jharkhand,20,369,2020,NA,NA
350023,West Bengal,332,Maldah,U,Saraikela-Kharsawan,Jharkhand,20,369,2020,NA,NA
350102,West Bengal,332,Maldah,U,Saraikela-Kharsawan,Jharkhand,20,369,2020,NA,NA
350166,West Bengal,332,Maldah,U,Saraikela-Kharsawan,Jharkhand,20,369,2020,NA,NA
150524,Jharkhand,352,Sahibganj,R,Saraikela-Kharsawan,Jharkhand,20,369,2020,NA,NA
350390,West Bengal,333,Murshidabad,R,Bargarh,Odisha,21,370,2020,NA,NA
350412,West Bengal,333,Murshidabad,R,Bargarh,Odisha,21,370,2020,NA,NA
350745,West Bengal,333,Murshidabad,R,Bargarh,Odisha,21,370,2020,NA,NA
350581,West Bengal,333,Murshidabad,R,Bargarh,Odisha,21,370,2020,NA,NA
350628,West Bengal,333,Murshidabad,R,Bargarh,Odisha,21,370,2020,NA,NA
350231,West Bengal,333,Murshidabad,R,Bargarh,Odisha,21,370,2020,NA,NA
350149,West Bengal,333,Murshidabad,R,Bargarh,Odisha,21,370,2020,NA,NA
350157,West Bengal,333,Murshidabad,R,Bargarh,Odisha,21,370,2020,NA,NA
350812,West Bengal,333,Murshidabad,R,Bargarh,Odisha,21,370,2020,NA,NA
350389,West Bengal,333,Murshidabad,R,Bargarh,Odisha,21,370,2020,NA,NA
350787,West Bengal,333,Murshidabad,R,Bargarh,Odisha,21,370,2020,NA,NA
350342,West Bengal,333,Murshidabad,R,Bargarh,Odisha,21,370,2020,NA,NA
350150,West Bengal,333,Murshidabad,R,Bargarh,Odisha,21,370,2020,NA,NA
350094,West Bengal,333,Murshidabad,R,Bargarh,Odisha,21,370,2020,NA,NA
350736,West Bengal,333,Murshidabad,R,Bargarh,Odisha,21,370,2020,NA,NA
350672,West Bengal,333,Murshidabad,R,Bargarh,Odisha,21,370,2020,NA,NA
350036,West Bengal,333,Murshidabad,R,Bargarh,Odisha,21,370,2020,NA,NA
350776,West Bengal,333,Murshidabad,R,Bargarh,Odisha,21,370,2020,NA,NA
350200,West Bengal,333,Murshidabad,R,Bargarh,Odisha,21,370,2020,NA,NA
350605,West Bengal,333,Murshidabad,R,Bargarh,Odisha,21,370,2020,NA,NA
350140,West Bengal,333,Murshidabad,R,Bargarh,Odisha,21,370,2020,NA,NA
350673,West Bengal,333,Murshidabad,R,Bargarh,Odisha,21,370,2020,NA,NA
350286,West Bengal,333,Murshidabad,R,Bargarh,Odisha,21,370,2020,NA,NA
350125,West Bengal,333,Murshidabad,R,Bargarh,Odisha,21,370,2020,NA,NA
350256,West Bengal,333,Murshidabad,R,Bargarh,Odisha,21,370,2020,NA,NA
350287,West Bengal,333,Murshidabad,R,Bargarh,Odisha,21,370,2020,NA,NA
350138,West Bengal,333,Murshidabad,R,Bargarh,Odisha,21,370,2020,NA,NA
350795,West Bengal,333,Murshidabad,R,Bargarh,Odisha,21,370,2020,NA,NA
350243,West Bengal,333,Murshidabad,R,Bargarh,Odisha,21,370,2020,NA,NA
350143,West Bengal,333,Murshidabad,R,Bargarh,Odisha,21,370,2020,NA,NA
350374,West Bengal,333,Murshidabad,R,Bargarh,Odisha,21,370,2020,NA,NA
350384,West Bengal,333,Murshidabad,U,Bargarh,Odisha,21,370,2020,NA,NA
350320,West Bengal,333,Murshidabad,U,Bargarh,Odisha,21,370,2020,NA,NA
350167,West Bengal,333,Murshidabad,U,Bargarh,Odisha,21,370,2020,NA,NA
350488,West Bengal,333,Murshidabad,U,Bargarh,Odisha,21,370,2020,NA,NA
350537,West Bengal,333,Murshidabad,U,Bargarh,Odisha,21,370,2020,NA,NA
350802,West Bengal,333,Murshidabad,U,Bargarh,Odisha,21,370,2020,NA,NA
350364,West Bengal,333,Murshidabad,U,Bargarh,Odisha,21,370,2020,NA,NA
150889,Jharkhand,353,Pakur,R,Bargarh,Odisha,21,370,2020,NA,NA
350260,West Bengal,334,Birbhum,R,Jharsuguda,Odisha,21,371,2020,NA,NA
350521,West Bengal,334,Birbhum,R,Jharsuguda,Odisha,21,371,2020,NA,NA
350531,West Bengal,334,Birbhum,R,Jharsuguda,Odisha,21,371,2020,NA,NA
350087,West Bengal,334,Birbhum,R,Jharsuguda,Odisha,21,371,2020,NA,NA
350589,West Bengal,334,Birbhum,R,Jharsuguda,Odisha,21,371,2020,NA,NA
350698,West Bengal,334,Birbhum,R,Jharsuguda,Odisha,21,371,2020,NA,NA
350691,West Bengal,334,Birbhum,R,Jharsuguda,Odisha,21,371,2020,NA,NA
350347,West Bengal,334,Birbhum,R,Jharsuguda,Odisha,21,371,2020,NA,NA
350410,West Bengal,334,Birbhum,R,Jharsuguda,Odisha,21,371,2020,NA,NA
350511,West Bengal,334,Birbhum,R,Jharsuguda,Odisha,21,371,2020,NA,NA
350168,West Bengal,334,Birbhum,R,Jharsuguda,Odisha,21,371,2020,NA,NA
350076,West Bengal,334,Birbhum,R,Jharsuguda,Odisha,21,371,2020,NA,NA
350011,West Bengal,334,Birbhum,R,Jharsuguda,Odisha,21,371,2020,NA,NA
350513,West Bengal,334,Birbhum,R,Jharsuguda,Odisha,21,371,2020,NA,NA
350132,West Bengal,334,Birbhum,R,Jharsuguda,Odisha,21,371,2020,NA,NA
350372,West Bengal,334,Birbhum,R,Jharsuguda,Odisha,21,371,2020,NA,NA
350724,West Bengal,334,Birbhum,R,Jharsuguda,Odisha,21,371,2020,NA,NA
350646,West Bengal,334,Birbhum,R,Jharsuguda,Odisha,21,371,2020,NA,NA
350253,West Bengal,334,Birbhum,R,Jharsuguda,Odisha,21,371,2020,NA,NA
350297,West Bengal,334,Birbhum,R,Jharsuguda,Odisha,21,371,2020,NA,NA
350146,West Bengal,334,Birbhum,R,Jharsuguda,Odisha,21,371,2020,NA,NA
350317,West Bengal,334,Birbhum,R,Jharsuguda,Odisha,21,371,2020,NA,NA
350301,West Bengal,334,Birbhum,R,Jharsuguda,Odisha,21,371,2020,NA,NA
350057,West Bengal,334,Birbhum,R,Jharsuguda,Odisha,21,371,2020,NA,NA
350175,West Bengal,334,Birbhum,R,Jharsuguda,Odisha,21,371,2020,NA,NA
350349,West Bengal,334,Birbhum,R,Jharsuguda,Odisha,21,371,2020,NA,NA
350233,West Bengal,334,Birbhum,R,Jharsuguda,Odisha,21,371,2020,NA,NA
350325,West Bengal,334,Birbhum,R,Jharsuguda,Odisha,21,371,2020,NA,NA
350738,West Bengal,334,Birbhum,R,Jharsuguda,Odisha,21,371,2020,NA,NA
350688,West Bengal,334,Birbhum,R,Jharsuguda,Odisha,21,371,2020,NA,NA
350468,West Bengal,334,Birbhum,R,Jharsuguda,Odisha,21,371,2020,NA,NA
350295,West Bengal,334,Birbhum,R,Jharsuguda,Odisha,21,371,2020,NA,NA
350543,West Bengal,334,Birbhum,R,Jharsuguda,Odisha,21,371,2020,NA,NA
350038,West Bengal,334,Birbhum,U,Jharsuguda,Odisha,21,371,2020,NA,NA
350269,West Bengal,334,Birbhum,U,Jharsuguda,Odisha,21,371,2020,NA,NA
350171,West Bengal,334,Birbhum,U,Jharsuguda,Odisha,21,371,2020,NA,NA
350466,West Bengal,334,Birbhum,U,Jharsuguda,Odisha,21,371,2020,NA,NA
350763,West Bengal,334,Birbhum,U,Jharsuguda,Odisha,21,371,2020,NA,NA
150414,Jharkhand,353,Pakur,R,Jharsuguda,Odisha,21,371,2020,NA,NA
350461,West Bengal,335,Barddhaman,R,Debagarh,Odisha,21,373,2020,NA,NA
350797,West Bengal,336,Nadia,R,Debagarh,Odisha,21,373,2020,NA,NA
350188,West Bengal,336,Nadia,R,Debagarh,Odisha,21,373,2020,NA,NA
350210,West Bengal,336,Nadia,R,Debagarh,Odisha,21,373,2020,NA,NA
350279,West Bengal,336,Nadia,R,Debagarh,Odisha,21,373,2020,NA,NA
350456,West Bengal,336,Nadia,R,Debagarh,Odisha,21,373,2020,NA,NA
350074,West Bengal,336,Nadia,R,Debagarh,Odisha,21,373,2020,NA,NA
350009,West Bengal,336,Nadia,R,Debagarh,Odisha,21,373,2020,NA,NA
350263,West Bengal,336,Nadia,R,Debagarh,Odisha,21,373,2020,NA,NA
350486,West Bengal,336,Nadia,R,Debagarh,Odisha,21,373,2020,NA,NA
350201,West Bengal,336,Nadia,R,Debagarh,Odisha,21,373,2020,NA,NA
350017,West Bengal,336,Nadia,R,Debagarh,Odisha,21,373,2020,NA,NA
350373,West Bengal,336,Nadia,R,Debagarh,Odisha,21,373,2020,NA,NA
350294,West Bengal,336,Nadia,R,Debagarh,Odisha,21,373,2020,NA,NA
350453,West Bengal,336,Nadia,R,Debagarh,Odisha,21,373,2020,NA,NA
350637,West Bengal,336,Nadia,R,Debagarh,Odisha,21,373,2020,NA,NA
350228,West Bengal,336,Nadia,R,Debagarh,Odisha,21,373,2020,NA,NA
350493,West Bengal,336,Nadia,R,Debagarh,Odisha,21,373,2020,NA,NA
350178,West Bengal,336,Nadia,R,Debagarh,Odisha,21,373,2020,NA,NA
350715,West Bengal,336,Nadia,R,Debagarh,Odisha,21,373,2020,NA,NA
350498,West Bengal,336,Nadia,R,Debagarh,Odisha,21,373,2020,NA,NA
350092,West Bengal,336,Nadia,R,Debagarh,Odisha,21,373,2020,NA,NA
350035,West Bengal,336,Nadia,R,Debagarh,Odisha,21,373,2020,NA,NA
