DHSCLUST,ADM1NAME,DHSREGCO,DHSREGNA,URBAN_RURA,D_NAME,D_CODE,S_NAME,S_CODE
10017,Andaman & Nicobar Islands,639,North & Middle Andaman,R,North  & Middle Andaman,639,ANDAMAN & NICOBAR,35
10023,Andaman & Nicobar Islands,639,North & Middle Andaman,R,North  & Middle Andaman,639,ANDAMAN & NICOBAR,35
10027,Andaman & Nicobar Islands,639,North & Middle Andaman,R,North  & Middle Andaman,639,ANDAMAN & NICOBAR,35
10033,Andaman & Nicobar Islands,639,North & Middle Andaman,R,North  & Middle Andaman,639,ANDAMAN & NICOBAR,35
10038,Andaman & Nicobar Islands,639,North & Middle Andaman,R,North  & Middle Andaman,639,ANDAMAN & NICOBAR,35
10040,Andaman & Nicobar Islands,639,North & Middle Andaman,U,North  & Middle Andaman,639,ANDAMAN & NICOBAR,35
10042,Andaman & Nicobar Islands,639,North & Middle Andaman,R,North  & Middle Andaman,639,ANDAMAN & NICOBAR,35
10043,Andaman & Nicobar Islands,639,North & Middle Andaman,R,North  & Middle Andaman,639,ANDAMAN & NICOBAR,35
10056,Andaman & Nicobar Islands,639,North & Middle Andaman,R,North  & Middle Andaman,639,ANDAMAN & NICOBAR,35
10067,Andaman & Nicobar Islands,639,North & Middle Andaman,R,North  & Middle Andaman,639,ANDAMAN & NICOBAR,35
10071,Andaman & Nicobar Islands,639,North & Middle Andaman,R,North  & Middle Andaman,639,ANDAMAN & NICOBAR,35
10072,Andaman & Nicobar Islands,639,North & Middle Andaman,R,North  & Middle Andaman,639,ANDAMAN & NICOBAR,35
10075,Andaman & Nicobar Islands,639,North & Middle Andaman,R,North  & Middle Andaman,639,ANDAMAN & NICOBAR,35
10079,Andaman & Nicobar Islands,639,North & Middle Andaman,R,North  & Middle Andaman,639,ANDAMAN & NICOBAR,35
10080,Andaman & Nicobar Islands,639,North & Middle Andaman,R,North  & Middle Andaman,639,ANDAMAN & NICOBAR,35
10085,Andaman & Nicobar Islands,639,North & Middle Andaman,R,North  & Middle Andaman,639,ANDAMAN & NICOBAR,35
10101,Andaman & Nicobar Islands,639,North & Middle Andaman,R,North  & Middle Andaman,639,ANDAMAN & NICOBAR,35
10105,Andaman & Nicobar Islands,639,North & Middle Andaman,R,North  & Middle Andaman,639,ANDAMAN & NICOBAR,35
10109,Andaman & Nicobar Islands,639,North & Middle Andaman,R,North  & Middle Andaman,639,ANDAMAN & NICOBAR,35
10115,Andaman & Nicobar Islands,639,North & Middle Andaman,R,North  & Middle Andaman,639,ANDAMAN & NICOBAR,35
10152,Andaman & Nicobar Islands,639,North & Middle Andaman,R,North  & Middle Andaman,639,ANDAMAN & NICOBAR,35
10160,Andaman & Nicobar Islands,639,North & Middle Andaman,R,North  & Middle Andaman,639,ANDAMAN & NICOBAR,35
10168,Andaman & Nicobar Islands,639,North & Middle Andaman,R,North  & Middle Andaman,639,ANDAMAN & NICOBAR,35
10171,Andaman & Nicobar Islands,639,North & Middle Andaman,R,North  & Middle Andaman,639,ANDAMAN & NICOBAR,35
10179,Andaman & Nicobar Islands,639,North & Middle Andaman,R,North  & Middle Andaman,639,ANDAMAN & NICOBAR,35
10186,Andaman & Nicobar Islands,639,North & Middle Andaman,R,North  & Middle Andaman,639,ANDAMAN & NICOBAR,35
10189,Andaman & Nicobar Islands,639,North & Middle Andaman,R,North  & Middle Andaman,639,ANDAMAN & NICOBAR,35
10193,Andaman & Nicobar Islands,639,North & Middle Andaman,R,North  & Middle Andaman,639,ANDAMAN & NICOBAR,35
10200,Andaman & Nicobar Islands,639,North & Middle Andaman,R,North  & Middle Andaman,639,ANDAMAN & NICOBAR,35
10204,Andaman & Nicobar Islands,639,North & Middle Andaman,R,North  & Middle Andaman,639,ANDAMAN & NICOBAR,35
10207,Andaman & Nicobar Islands,639,North & Middle Andaman,R,North  & Middle Andaman,639,ANDAMAN & NICOBAR,35
10001,Andaman & Nicobar Islands,640,South Andaman,U,South Andaman,640,ANDAMAN & NICOBAR,35
10010,Andaman & Nicobar Islands,640,South Andaman,R,South Andaman,640,ANDAMAN & NICOBAR,35
10019,Andaman & Nicobar Islands,640,South Andaman,R,South Andaman,640,ANDAMAN & NICOBAR,35
10044,Andaman & Nicobar Islands,640,South Andaman,R,South Andaman,640,ANDAMAN & NICOBAR,35
10046,Andaman & Nicobar Islands,640,South Andaman,R,South Andaman,640,ANDAMAN & NICOBAR,35
10048,Andaman & Nicobar Islands,640,South Andaman,U,South Andaman,640,ANDAMAN & NICOBAR,35
10053,Andaman & Nicobar Islands,640,South Andaman,R,South Andaman,640,ANDAMAN & NICOBAR,35
10069,Andaman & Nicobar Islands,640,South Andaman,R,South Andaman,640,ANDAMAN & NICOBAR,35
10073,Andaman & Nicobar Islands,640,South Andaman,U,South Andaman,640,ANDAMAN & NICOBAR,35
10082,Andaman & Nicobar Islands,640,South Andaman,U,South Andaman,640,ANDAMAN & NICOBAR,35
10088,Andaman & Nicobar Islands,640,South Andaman,U,South Andaman,640,ANDAMAN & NICOBAR,35
10089,Andaman & Nicobar Islands,640,South Andaman,R,South Andaman,640,ANDAMAN & NICOBAR,35
10094,Andaman & Nicobar Islands,640,South Andaman,U,South Andaman,640,ANDAMAN & NICOBAR,35
10097,Andaman & Nicobar Islands,640,South Andaman,U,South Andaman,640,ANDAMAN & NICOBAR,35
10099,Andaman & Nicobar Islands,640,South Andaman,U,South Andaman,640,ANDAMAN & NICOBAR,35
10111,Andaman & Nicobar Islands,640,South Andaman,U,South Andaman,640,ANDAMAN & NICOBAR,35
10116,Andaman & Nicobar Islands,640,South Andaman,R,South Andaman,640,ANDAMAN & NICOBAR,35
10119,Andaman & Nicobar Islands,640,South Andaman,U,South Andaman,640,ANDAMAN & NICOBAR,35
10121,Andaman & Nicobar Islands,640,South Andaman,R,South Andaman,640,ANDAMAN & NICOBAR,35
10122,Andaman & Nicobar Islands,640,South Andaman,R,South Andaman,640,ANDAMAN & NICOBAR,35
10123,Andaman & Nicobar Islands,640,South Andaman,R,South Andaman,640,ANDAMAN & NICOBAR,35
10124,Andaman & Nicobar Islands,640,South Andaman,U,South Andaman,640,ANDAMAN & NICOBAR,35
10125,Andaman & Nicobar Islands,640,South Andaman,U,South Andaman,640,ANDAMAN & NICOBAR,35
10128,Andaman & Nicobar Islands,640,South Andaman,R,South Andaman,640,ANDAMAN & NICOBAR,35
10132,Andaman & Nicobar Islands,640,South Andaman,U,South Andaman,640,ANDAMAN & NICOBAR,35
10133,Andaman & Nicobar Islands,640,South Andaman,R,South Andaman,640,ANDAMAN & NICOBAR,35
10142,Andaman & Nicobar Islands,640,South Andaman,R,South Andaman,640,ANDAMAN & NICOBAR,35
10154,Andaman & Nicobar Islands,640,South Andaman,U,South Andaman,640,ANDAMAN & NICOBAR,35
10162,Andaman & Nicobar Islands,640,South Andaman,U,South Andaman,640,ANDAMAN & NICOBAR,35
10170,Andaman & Nicobar Islands,640,South Andaman,R,South Andaman,640,ANDAMAN & NICOBAR,35
10173,Andaman & Nicobar Islands,640,South Andaman,U,South Andaman,640,ANDAMAN & NICOBAR,35
10182,Andaman & Nicobar Islands,640,South Andaman,R,South Andaman,640,ANDAMAN & NICOBAR,35
10188,Andaman & Nicobar Islands,640,South Andaman,U,South Andaman,640,ANDAMAN & NICOBAR,35
10191,Andaman & Nicobar Islands,640,South Andaman,U,South Andaman,640,ANDAMAN & NICOBAR,35
10198,Andaman & Nicobar Islands,640,South Andaman,U,South Andaman,640,ANDAMAN & NICOBAR,35
10209,Andaman & Nicobar Islands,640,South Andaman,R,South Andaman,640,ANDAMAN & NICOBAR,35
10213,Andaman & Nicobar Islands,640,South Andaman,R,South Andaman,640,ANDAMAN & NICOBAR,35
10216,Andaman & Nicobar Islands,640,South Andaman,R,South Andaman,640,ANDAMAN & NICOBAR,35
10003,Andaman & Nicobar Islands,638,Nicobars,R,Nicobars,638,ANDAMAN & NICOBAR,35
10004,Andaman & Nicobar Islands,638,Nicobars,R,Nicobars,638,ANDAMAN & NICOBAR,35
10005,Andaman & Nicobar Islands,638,Nicobars,R,Nicobars,638,ANDAMAN & NICOBAR,35
10007,Andaman & Nicobar Islands,638,Nicobars,R,Nicobars,638,ANDAMAN & NICOBAR,35
10009,Andaman & Nicobar Islands,638,Nicobars,R,Nicobars,638,ANDAMAN & NICOBAR,35
10011,Andaman & Nicobar Islands,638,Nicobars,R,Nicobars,638,ANDAMAN & NICOBAR,35
10016,Andaman & Nicobar Islands,638,Nicobars,R,Nicobars,638,ANDAMAN & NICOBAR,35
10021,Andaman & Nicobar Islands,638,Nicobars,R,Nicobars,638,ANDAMAN & NICOBAR,35
10029,Andaman & Nicobar Islands,638,Nicobars,R,Nicobars,638,ANDAMAN & NICOBAR,35
10047,Andaman & Nicobar Islands,638,Nicobars,R,Nicobars,638,ANDAMAN & NICOBAR,35
10060,Andaman & Nicobar Islands,638,Nicobars,R,Nicobars,638,ANDAMAN & NICOBAR,35
10062,Andaman & Nicobar Islands,638,Nicobars,R,Nicobars,638,ANDAMAN & NICOBAR,35
10074,Andaman & Nicobar Islands,638,Nicobars,R,Nicobars,638,ANDAMAN & NICOBAR,35
10078,Andaman & Nicobar Islands,638,Nicobars,R,Nicobars,638,ANDAMAN & NICOBAR,35
10090,Andaman & Nicobar Islands,638,Nicobars,R,Nicobars,638,ANDAMAN & NICOBAR,35
10113,Andaman & Nicobar Islands,638,Nicobars,R,Nicobars,638,ANDAMAN & NICOBAR,35
10135,Andaman & Nicobar Islands,638,Nicobars,R,Nicobars,638,ANDAMAN & NICOBAR,35
10140,Andaman & Nicobar Islands,638,Nicobars,R,Nicobars,638,ANDAMAN & NICOBAR,35
10144,Andaman & Nicobar Islands,638,Nicobars,R,Nicobars,638,ANDAMAN & NICOBAR,35
10166,Andaman & Nicobar Islands,638,Nicobars,R,Nicobars,638,ANDAMAN & NICOBAR,35
10169,Andaman & Nicobar Islands,638,Nicobars,R,Nicobars,638,ANDAMAN & NICOBAR,35
10172,Andaman & Nicobar Islands,638,Nicobars,R,Nicobars,638,ANDAMAN & NICOBAR,35
10175,Andaman & Nicobar Islands,638,Nicobars,R,Nicobars,638,ANDAMAN & NICOBAR,35
10183,Andaman & Nicobar Islands,638,Nicobars,R,Nicobars,638,ANDAMAN & NICOBAR,35
10190,Andaman & Nicobar Islands,638,Nicobars,R,Nicobars,638,ANDAMAN & NICOBAR,35
10205,Andaman & Nicobar Islands,638,Nicobars,R,Nicobars,638,ANDAMAN & NICOBAR,35
10211,Andaman & Nicobar Islands,638,Nicobars,R,Nicobars,638,ANDAMAN & NICOBAR,35
260918,Odisha,389,Gajapati,U,Srikakulam,542,ANDHRA PRADESH,37
20031,Andhra Pradesh,542,Srikakulam,R,Srikakulam,542,ANDHRA PRADESH,37
20042,Andhra Pradesh,542,Srikakulam,R,Srikakulam,542,ANDHRA PRADESH,37
20109,Andhra Pradesh,542,Srikakulam,R,Srikakulam,542,ANDHRA PRADESH,37
20125,Andhra Pradesh,542,Srikakulam,R,Srikakulam,542,ANDHRA PRADESH,37
20133,Andhra Pradesh,542,Srikakulam,R,Srikakulam,542,ANDHRA PRADESH,37
20208,Andhra Pradesh,542,Srikakulam,R,Srikakulam,542,ANDHRA PRADESH,37
20211,Andhra Pradesh,542,Srikakulam,R,Srikakulam,542,ANDHRA PRADESH,37
20232,Andhra Pradesh,542,Srikakulam,R,Srikakulam,542,ANDHRA PRADESH,37
20270,Andhra Pradesh,542,Srikakulam,R,Srikakulam,542,ANDHRA PRADESH,37
20276,Andhra Pradesh,542,Srikakulam,R,Srikakulam,542,ANDHRA PRADESH,37
20324,Andhra Pradesh,542,Srikakulam,R,Srikakulam,542,ANDHRA PRADESH,37
20332,Andhra Pradesh,542,Srikakulam,R,Srikakulam,542,ANDHRA PRADESH,37
20348,Andhra Pradesh,542,Srikakulam,R,Srikakulam,542,ANDHRA PRADESH,37
20354,Andhra Pradesh,542,Srikakulam,U,Srikakulam,542,ANDHRA PRADESH,37
20364,Andhra Pradesh,542,Srikakulam,R,Srikakulam,542,ANDHRA PRADESH,37
20382,Andhra Pradesh,542,Srikakulam,R,Srikakulam,542,ANDHRA PRADESH,37
20384,Andhra Pradesh,542,Srikakulam,U,Srikakulam,542,ANDHRA PRADESH,37
20421,Andhra Pradesh,542,Srikakulam,R,Srikakulam,542,ANDHRA PRADESH,37
20519,Andhra Pradesh,542,Srikakulam,R,Srikakulam,542,ANDHRA PRADESH,37
20536,Andhra Pradesh,542,Srikakulam,R,Srikakulam,542,ANDHRA PRADESH,37
20567,Andhra Pradesh,542,Srikakulam,U,Srikakulam,542,ANDHRA PRADESH,37
20584,Andhra Pradesh,542,Srikakulam,R,Srikakulam,542,ANDHRA PRADESH,37
20602,Andhra Pradesh,542,Srikakulam,R,Srikakulam,542,ANDHRA PRADESH,37
20666,Andhra Pradesh,542,Srikakulam,R,Srikakulam,542,ANDHRA PRADESH,37
20681,Andhra Pradesh,542,Srikakulam,R,Srikakulam,542,ANDHRA PRADESH,37
20716,Andhra Pradesh,542,Srikakulam,R,Srikakulam,542,ANDHRA PRADESH,37
20719,Andhra Pradesh,542,Srikakulam,R,Srikakulam,542,ANDHRA PRADESH,37
20731,Andhra Pradesh,542,Srikakulam,U,Srikakulam,542,ANDHRA PRADESH,37
20748,Andhra Pradesh,542,Srikakulam,U,Srikakulam,542,ANDHRA PRADESH,37
20754,Andhra Pradesh,542,Srikakulam,R,Srikakulam,542,ANDHRA PRADESH,37
20762,Andhra Pradesh,542,Srikakulam,R,Srikakulam,542,ANDHRA PRADESH,37
20778,Andhra Pradesh,542,Srikakulam,R,Srikakulam,542,ANDHRA PRADESH,37
20786,Andhra Pradesh,542,Srikakulam,R,Srikakulam,542,ANDHRA PRADESH,37
20809,Andhra Pradesh,542,Srikakulam,U,Srikakulam,542,ANDHRA PRADESH,37
20818,Andhra Pradesh,542,Srikakulam,R,Srikakulam,542,ANDHRA PRADESH,37
20828,Andhra Pradesh,542,Srikakulam,R,Srikakulam,542,ANDHRA PRADESH,37
20846,Andhra Pradesh,542,Srikakulam,R,Srikakulam,542,ANDHRA PRADESH,37
20898,Andhra Pradesh,542,Srikakulam,R,Srikakulam,542,ANDHRA PRADESH,37
20050,Andhra Pradesh,543,Vizianagaram,U,Vizianagaram,543,ANDHRA PRADESH,37
20075,Andhra Pradesh,543,Vizianagaram,R,Vizianagaram,543,ANDHRA PRADESH,37
20085,Andhra Pradesh,543,Vizianagaram,R,Vizianagaram,543,ANDHRA PRADESH,37
20108,Andhra Pradesh,543,Vizianagaram,R,Vizianagaram,543,ANDHRA PRADESH,37
20171,Andhra Pradesh,543,Vizianagaram,R,Vizianagaram,543,ANDHRA PRADESH,37
20178,Andhra Pradesh,543,Vizianagaram,U,Vizianagaram,543,ANDHRA PRADESH,37
20204,Andhra Pradesh,543,Vizianagaram,R,Vizianagaram,543,ANDHRA PRADESH,37
20248,Andhra Pradesh,543,Vizianagaram,R,Vizianagaram,543,ANDHRA PRADESH,37
20297,Andhra Pradesh,543,Vizianagaram,R,Vizianagaram,543,ANDHRA PRADESH,37
20329,Andhra Pradesh,543,Vizianagaram,U,Vizianagaram,543,ANDHRA PRADESH,37
20355,Andhra Pradesh,543,Vizianagaram,U,Vizianagaram,543,ANDHRA PRADESH,37
20397,Andhra Pradesh,543,Vizianagaram,R,Vizianagaram,543,ANDHRA PRADESH,37
20422,Andhra Pradesh,543,Vizianagaram,R,Vizianagaram,543,ANDHRA PRADESH,37
20424,Andhra Pradesh,543,Vizianagaram,R,Vizianagaram,543,ANDHRA PRADESH,37
20428,Andhra Pradesh,543,Vizianagaram,R,Vizianagaram,543,ANDHRA PRADESH,37
20433,Andhra Pradesh,543,Vizianagaram,U,Vizianagaram,543,ANDHRA PRADESH,37
20443,Andhra Pradesh,543,Vizianagaram,R,Vizianagaram,543,ANDHRA PRADESH,37
20471,Andhra Pradesh,543,Vizianagaram,R,Vizianagaram,543,ANDHRA PRADESH,37
20510,Andhra Pradesh,543,Vizianagaram,R,Vizianagaram,543,ANDHRA PRADESH,37
20517,Andhra Pradesh,543,Vizianagaram,R,Vizianagaram,543,ANDHRA PRADESH,37
20549,Andhra Pradesh,543,Vizianagaram,R,Vizianagaram,543,ANDHRA PRADESH,37
20587,Andhra Pradesh,543,Vizianagaram,R,Vizianagaram,543,ANDHRA PRADESH,37
20597,Andhra Pradesh,543,Vizianagaram,R,Vizianagaram,543,ANDHRA PRADESH,37
20623,Andhra Pradesh,543,Vizianagaram,R,Vizianagaram,543,ANDHRA PRADESH,37
20722,Andhra Pradesh,543,Vizianagaram,R,Vizianagaram,543,ANDHRA PRADESH,37
20729,Andhra Pradesh,543,Vizianagaram,R,Vizianagaram,543,ANDHRA PRADESH,37
20733,Andhra Pradesh,543,Vizianagaram,U,Vizianagaram,543,ANDHRA PRADESH,37
20734,Andhra Pradesh,543,Vizianagaram,R,Vizianagaram,543,ANDHRA PRADESH,37
20796,Andhra Pradesh,543,Vizianagaram,R,Vizianagaram,543,ANDHRA PRADESH,37
20806,Andhra Pradesh,543,Vizianagaram,R,Vizianagaram,543,ANDHRA PRADESH,37
20812,Andhra Pradesh,543,Vizianagaram,U,Vizianagaram,543,ANDHRA PRADESH,37
20820,Andhra Pradesh,543,Vizianagaram,R,Vizianagaram,543,ANDHRA PRADESH,37
20833,Andhra Pradesh,543,Vizianagaram,R,Vizianagaram,543,ANDHRA PRADESH,37
20848,Andhra Pradesh,543,Vizianagaram,R,Vizianagaram,543,ANDHRA PRADESH,37
20861,Andhra Pradesh,543,Vizianagaram,R,Vizianagaram,543,ANDHRA PRADESH,37
20880,Andhra Pradesh,543,Vizianagaram,U,Vizianagaram,543,ANDHRA PRADESH,37
20894,Andhra Pradesh,543,Vizianagaram,R,Vizianagaram,543,ANDHRA PRADESH,37
20004,Andhra Pradesh,544,Visakhapatnam,R,Visakhapatnam,544,ANDHRA PRADESH,37
20009,Andhra Pradesh,544,Visakhapatnam,U,Visakhapatnam,544,ANDHRA PRADESH,37
20061,Andhra Pradesh,544,Visakhapatnam,U,Visakhapatnam,544,ANDHRA PRADESH,37
20068,Andhra Pradesh,544,Visakhapatnam,U,Visakhapatnam,544,ANDHRA PRADESH,37
20073,Andhra Pradesh,544,Visakhapatnam,U,Visakhapatnam,544,ANDHRA PRADESH,37
20078,Andhra Pradesh,544,Visakhapatnam,R,Visakhapatnam,544,ANDHRA PRADESH,37
20086,Andhra Pradesh,544,Visakhapatnam,U,Visakhapatnam,544,ANDHRA PRADESH,37
20117,Andhra Pradesh,544,Visakhapatnam,R,Visakhapatnam,544,ANDHRA PRADESH,37
20123,Andhra Pradesh,544,Visakhapatnam,R,Visakhapatnam,544,ANDHRA PRADESH,37
20130,Andhra Pradesh,544,Visakhapatnam,R,Visakhapatnam,544,ANDHRA PRADESH,37
20183,Andhra Pradesh,544,Visakhapatnam,U,Visakhapatnam,544,ANDHRA PRADESH,37
20203,Andhra Pradesh,544,Visakhapatnam,R,Visakhapatnam,544,ANDHRA PRADESH,37
20251,Andhra Pradesh,544,Visakhapatnam,R,Visakhapatnam,544,ANDHRA PRADESH,37
20258,Andhra Pradesh,544,Visakhapatnam,U,Visakhapatnam,544,ANDHRA PRADESH,37
20278,Andhra Pradesh,544,Visakhapatnam,R,Visakhapatnam,544,ANDHRA PRADESH,37
20316,Andhra Pradesh,544,Visakhapatnam,R,Visakhapatnam,544,ANDHRA PRADESH,37
20326,Andhra Pradesh,544,Visakhapatnam,U,Visakhapatnam,544,ANDHRA PRADESH,37
20328,Andhra Pradesh,544,Visakhapatnam,U,Visakhapatnam,544,ANDHRA PRADESH,37
20333,Andhra Pradesh,544,Visakhapatnam,R,Visakhapatnam,544,ANDHRA PRADESH,37
20335,Andhra Pradesh,544,Visakhapatnam,U,Visakhapatnam,544,ANDHRA PRADESH,37
20347,Andhra Pradesh,544,Visakhapatnam,R,Visakhapatnam,544,ANDHRA PRADESH,37
20352,Andhra Pradesh,544,Visakhapatnam,U,Visakhapatnam,544,ANDHRA PRADESH,37
20414,Andhra Pradesh,544,Visakhapatnam,R,Visakhapatnam,544,ANDHRA PRADESH,37
20416,Andhra Pradesh,544,Visakhapatnam,U,Visakhapatnam,544,ANDHRA PRADESH,37
20432,Andhra Pradesh,544,Visakhapatnam,U,Visakhapatnam,544,ANDHRA PRADESH,37
20445,Andhra Pradesh,544,Visakhapatnam,R,Visakhapatnam,544,ANDHRA PRADESH,37
20497,Andhra Pradesh,544,Visakhapatnam,U,Visakhapatnam,544,ANDHRA PRADESH,37
20554,Andhra Pradesh,544,Visakhapatnam,U,Visakhapatnam,544,ANDHRA PRADESH,37
20556,Andhra Pradesh,544,Visakhapatnam,R,Visakhapatnam,544,ANDHRA PRADESH,37
20578,Andhra Pradesh,544,Visakhapatnam,U,Visakhapatnam,544,ANDHRA PRADESH,37
20632,Andhra Pradesh,544,Visakhapatnam,R,Visakhapatnam,544,ANDHRA PRADESH,37
20750,Andhra Pradesh,544,Visakhapatnam,R,Visakhapatnam,544,ANDHRA PRADESH,37
20761,Andhra Pradesh,544,Visakhapatnam,R,Visakhapatnam,544,ANDHRA PRADESH,37
20771,Andhra Pradesh,544,Visakhapatnam,U,Visakhapatnam,544,ANDHRA PRADESH,37
20779,Andhra Pradesh,544,Visakhapatnam,U,Visakhapatnam,544,ANDHRA PRADESH,37
20793,Andhra Pradesh,544,Visakhapatnam,R,Visakhapatnam,544,ANDHRA PRADESH,37
20822,Andhra Pradesh,543,Vizianagaram,R,Visakhapatnam,544,ANDHRA PRADESH,37
20832,Andhra Pradesh,544,Visakhapatnam,U,Visakhapatnam,544,ANDHRA PRADESH,37
20863,Andhra Pradesh,544,Visakhapatnam,R,Visakhapatnam,544,ANDHRA PRADESH,37
20002,Andhra Pradesh,547,Krishna,R,Krishna,547,ANDHRA PRADESH,37
20016,Andhra Pradesh,547,Krishna,R,Krishna,547,ANDHRA PRADESH,37
20018,Andhra Pradesh,547,Krishna,U,Krishna,547,ANDHRA PRADESH,37
20104,Andhra Pradesh,547,Krishna,R,Krishna,547,ANDHRA PRADESH,37
20106,Andhra Pradesh,547,Krishna,U,Krishna,547,ANDHRA PRADESH,37
20149,Andhra Pradesh,547,Krishna,U,Krishna,547,ANDHRA PRADESH,37
20162,Andhra Pradesh,547,Krishna,U,Krishna,547,ANDHRA PRADESH,37
20217,Andhra Pradesh,547,Krishna,U,Krishna,547,ANDHRA PRADESH,37
20239,Andhra Pradesh,547,Krishna,U,Krishna,547,ANDHRA PRADESH,37
20283,Andhra Pradesh,547,Krishna,U,Krishna,547,ANDHRA PRADESH,37
20309,Andhra Pradesh,547,Krishna,U,Krishna,547,ANDHRA PRADESH,37
20321,Andhra Pradesh,547,Krishna,R,Krishna,547,ANDHRA PRADESH,37
20322,Andhra Pradesh,547,Krishna,U,Krishna,547,ANDHRA PRADESH,37
20408,Andhra Pradesh,547,Krishna,R,Krishna,547,ANDHRA PRADESH,37
20453,Andhra Pradesh,547,Krishna,R,Krishna,547,ANDHRA PRADESH,37
20473,Andhra Pradesh,547,Krishna,R,Krishna,547,ANDHRA PRADESH,37
20514,Andhra Pradesh,547,Krishna,R,Krishna,547,ANDHRA PRADESH,37
20526,Andhra Pradesh,547,Krishna,R,Krishna,547,ANDHRA PRADESH,37
20580,Andhra Pradesh,547,Krishna,R,Krishna,547,ANDHRA PRADESH,37
20581,Andhra Pradesh,547,Krishna,U,Krishna,547,ANDHRA PRADESH,37
20610,Andhra Pradesh,547,Krishna,R,Krishna,547,ANDHRA PRADESH,37
20637,Andhra Pradesh,547,Krishna,U,Krishna,547,ANDHRA PRADESH,37
20641,Andhra Pradesh,547,Krishna,R,Krishna,547,ANDHRA PRADESH,37
20662,Andhra Pradesh,547,Krishna,U,Krishna,547,ANDHRA PRADESH,37
20667,Andhra Pradesh,547,Krishna,U,Krishna,547,ANDHRA PRADESH,37
20718,Andhra Pradesh,547,Krishna,R,Krishna,547,ANDHRA PRADESH,37
20726,Andhra Pradesh,547,Krishna,U,Krishna,547,ANDHRA PRADESH,37
20766,Andhra Pradesh,547,Krishna,U,Krishna,547,ANDHRA PRADESH,37
20772,Andhra Pradesh,547,Krishna,R,Krishna,547,ANDHRA PRADESH,37
20780,Andhra Pradesh,547,Krishna,R,Krishna,547,ANDHRA PRADESH,37
20807,Andhra Pradesh,547,Krishna,U,Krishna,547,ANDHRA PRADESH,37
20816,Andhra Pradesh,547,Krishna,R,Krishna,547,ANDHRA PRADESH,37
20839,Andhra Pradesh,547,Krishna,R,Krishna,547,ANDHRA PRADESH,37
20854,Andhra Pradesh,547,Krishna,U,Krishna,547,ANDHRA PRADESH,37
20891,Andhra Pradesh,547,Krishna,R,Krishna,547,ANDHRA PRADESH,37
20908,Andhra Pradesh,547,Krishna,U,Krishna,547,ANDHRA PRADESH,37
20960,Andhra Pradesh,547,Krishna,R,Krishna,547,ANDHRA PRADESH,37
20966,Andhra Pradesh,547,Krishna,U,Krishna,547,ANDHRA PRADESH,37
20057,Andhra Pradesh,548,Guntur,R,Guntur,548,ANDHRA PRADESH,37
20071,Andhra Pradesh,548,Guntur,U,Guntur,548,ANDHRA PRADESH,37
20160,Andhra Pradesh,548,Guntur,R,Guntur,548,ANDHRA PRADESH,37
20219,Andhra Pradesh,548,Guntur,U,Guntur,548,ANDHRA PRADESH,37
20221,Andhra Pradesh,548,Guntur,U,Guntur,548,ANDHRA PRADESH,37
20231,Andhra Pradesh,548,Guntur,R,Guntur,548,ANDHRA PRADESH,37
20280,Andhra Pradesh,548,Guntur,U,Guntur,548,ANDHRA PRADESH,37
20307,Andhra Pradesh,548,Guntur,R,Guntur,548,ANDHRA PRADESH,37
20393,Andhra Pradesh,548,Guntur,U,Guntur,548,ANDHRA PRADESH,37
20426,Andhra Pradesh,548,Guntur,U,Guntur,548,ANDHRA PRADESH,37
20500,Andhra Pradesh,548,Guntur,R,Guntur,548,ANDHRA PRADESH,37
20543,Andhra Pradesh,548,Guntur,U,Guntur,548,ANDHRA PRADESH,37
20563,Andhra Pradesh,548,Guntur,R,Guntur,548,ANDHRA PRADESH,37
20571,Andhra Pradesh,548,Guntur,U,Guntur,548,ANDHRA PRADESH,37
20593,Andhra Pradesh,548,Guntur,U,Guntur,548,ANDHRA PRADESH,37
20595,Andhra Pradesh,548,Guntur,U,Guntur,548,ANDHRA PRADESH,37
20620,Andhra Pradesh,548,Guntur,R,Guntur,548,ANDHRA PRADESH,37
20647,Andhra Pradesh,548,Guntur,U,Guntur,548,ANDHRA PRADESH,37
20695,Andhra Pradesh,548,Guntur,U,Guntur,548,ANDHRA PRADESH,37
20720,Andhra Pradesh,548,Guntur,R,Guntur,548,ANDHRA PRADESH,37
20737,Andhra Pradesh,548,Guntur,U,Guntur,548,ANDHRA PRADESH,37
20768,Andhra Pradesh,548,Guntur,U,Guntur,548,ANDHRA PRADESH,37
20769,Andhra Pradesh,548,Guntur,U,Guntur,548,ANDHRA PRADESH,37
20791,Andhra Pradesh,548,Guntur,R,Guntur,548,ANDHRA PRADESH,37
20794,Andhra Pradesh,548,Guntur,R,Guntur,548,ANDHRA PRADESH,37
20800,Andhra Pradesh,548,Guntur,U,Guntur,548,ANDHRA PRADESH,37
20831,Andhra Pradesh,548,Guntur,R,Guntur,548,ANDHRA PRADESH,37
20870,Andhra Pradesh,548,Guntur,R,Guntur,548,ANDHRA PRADESH,37
20882,Andhra Pradesh,548,Guntur,R,Guntur,548,ANDHRA PRADESH,37
20884,Andhra Pradesh,548,Guntur,R,Guntur,548,ANDHRA PRADESH,37
20896,Andhra Pradesh,548,Guntur,U,Guntur,548,ANDHRA PRADESH,37
20899,Andhra Pradesh,548,Guntur,R,Guntur,548,ANDHRA PRADESH,37
